,pokedex_number_x,pokedex_number_y,Winner_number
22844,719,586,586
22845,721,586,586
22846,13,675,675
22847,29,675,675
22848,30,675,675
22849,42,675,42
22850,58,675,58
22851,64,675,64
22852,65,675,65
22853,69,675,675
22854,80,675,675
22855,104,675,675
22856,108,675,675
22857,114,675,114
22858,119,675,119
22859,138,675,675
22860,162,675,162
22861,162,675,162
22862,187,675,675
22863,194,675,675
22864,230,675,230
22865,234,675,234
22866,242,675,675
22867,242,675,675
22868,244,675,244
22869,248,675,248
22870,252,675,252
22871,284,675,284
22872,286,675,286
22873,303,675,675
22874,305,675,675
22875,312,675,312
22876,321,675,321
22877,350,675,350
22878,366,675,675
22879,387,675,675
22880,392,675,392
22881,403,675,675
22882,444,675,444
22883,454,675,454
22884,483,675,483
22885,490,675,490
22886,504,675,675
22887,509,675,509
22888,510,675,510
22889,512,675,512
22890,527,675,527
22891,528,675,528
22892,566,675,566
22893,578,675,675
22894,581,675,581
22895,600,675,675
22896,639,675,639
22897,643,675,643
22898,651,675,675
22899,651,675,675
22900,652,675,652
22901,660,675,660
22902,665,675,675
22903,671,675,671
22904,680,675,675
22905,684,675,675
22906,702,675,702
22907,703,675,675
22908,706,675,706
22909,13,419,419
22910,34,419,419
22911,44,419,419
22912,48,419,419
22913,62,419,419
22914,87,419,419
22915,87,419,419
22916,97,419,419
22917,98,419,419
22918,109,419,419
22919,126,419,419
22920,129,419,419
22921,137,419,419
22922,143,419,419
22923,149,419,419
22924,152,419,419
22925,188,419,419
22926,191,419,419
22927,199,419,419
22928,205,419,419
22929,205,419,419
22930,208,419,419
22931,213,419,419
22932,228,419,419
22933,241,419,419
22934,248,419,419
22935,259,419,419
22936,275,419,419
22937,308,419,419
22938,316,419,419
22939,329,419,419
22940,331,419,419
22941,342,419,419
22942,409,419,419
22943,412,419,419
22944,414,419,419
22945,457,419,419
22946,466,419,419
22947,467,419,419
22948,485,419,419
22949,499,419,419
22950,508,419,419
22951,516,419,419
22952,519,419,419
22953,530,419,419
22954,550,419,419
22955,552,419,419
22956,567,419,419
22957,572,419,419
22958,597,419,419
22959,622,419,419
22960,624,419,419
22961,624,419,419
22962,628,419,419
22963,634,419,419
22964,639,419,419
22965,650,419,419
22966,664,419,419
22967,679,419,419
22968,692,419,419
22969,708,419,419
22970,715,419,715
22971,13,499,499
22972,33,499,33
22973,43,499,499
22974,43,499,499
22975,85,499,85
22976,104,499,499
22977,113,499,499
22978,116,499,116
22979,123,499,123
22980,134,499,134
22981,135,499,135
22982,138,499,499
22983,141,499,141
22984,151,499,151
22985,156,499,156
22986,188,499,188
22987,193,499,193
22988,200,499,200
22989,201,499,499
22990,211,499,211
22991,220,499,499
22992,242,499,499
22993,244,499,244
22994,256,499,499
22995,263,499,263
22996,288,499,288
22997,296,499,499
22998,299,499,499
22999,301,499,301
23000,311,499,311
23001,340,499,340
23002,340,499,340
23003,353,499,499
23004,361,499,499
23005,363,499,499
23006,369,499,499
23007,375,499,499
23008,380,499,380
23009,416,499,499
23010,437,499,499
23011,462,499,462
23012,495,499,495
23013,507,499,507
23014,520,499,520
23015,523,499,523
23016,532,499,499
23017,542,499,542
23018,562,499,499
23019,570,499,570
23020,594,499,594
23021,607,499,499
23022,618,499,499
23023,620,499,620
23024,629,499,629
23025,640,499,640
23026,664,499,499
23027,672,499,499
23028,13,401,13
23029,22,401,22
23030,43,401,43
23031,62,401,62
23032,69,401,69
23033,80,401,80
23034,83,401,83
23035,133,401,133
23036,146,401,146
23037,153,401,153
23038,162,401,162
23039,164,401,164
23040,171,401,171
23041,210,401,210
23042,218,401,401
23043,222,401,222
23044,225,401,225
23045,233,401,233
23046,237,401,237
23047,257,401,257
23048,289,401,289
23049,290,401,290
23050,302,401,401
23051,313,401,313
23052,314,401,314
23053,314,401,314
23054,319,401,319
23055,323,401,323
23056,325,401,325
23057,331,401,331
23058,336,401,336
23059,348,401,348
23060,354,401,354
23061,365,401,365
23062,365,401,365
23063,374,401,374
23064,385,401,385
23065,392,401,392
23066,410,401,410
23067,414,401,414
23068,420,401,420
23069,425,401,425
23070,428,401,428
23071,483,401,483
23072,504,401,504
23073,520,401,520
23074,525,401,401
23075,553,401,553
23076,578,401,578
23077,583,401,583
23078,589,401,589
23079,591,401,591
23080,637,401,637
23081,654,401,654
23082,661,401,661
23083,717,401,717
23084,13,137,13
23085,14,137,137
23086,22,137,22
23087,24,137,24
23088,39,137,137
23089,63,137,137
23090,68,137,68
23091,75,137,137
23092,81,137,81
23093,84,137,84
23094,92,137,137
23095,94,137,137
23096,97,137,97
23097,105,137,105
23098,106,137,106
23099,135,137,135
23100,152,137,152
23101,153,137,153
23102,155,137,155
23103,159,137,159
23104,190,137,190
23105,198,137,198
23106,234,137,234
23107,238,137,238
23108,246,137,246
23109,251,137,251
23110,264,137,264
23111,278,137,278
23112,293,137,137
23113,298,137,137
23114,341,137,137
23115,341,137,137
23116,358,137,358
23117,359,137,359
23118,375,137,375
23119,391,137,391
23120,396,137,396
23121,419,137,419
23122,432,137,432
23123,447,137,447
23124,452,137,452
23125,472,137,472
23126,505,137,505
23127,509,137,509
23128,518,137,137
23129,527,137,527
23130,531,137,531
23131,544,137,544
23132,554,137,554
23133,582,137,582
23134,617,137,617
23135,632,137,632
23136,635,137,635
23137,636,137,636
23138,660,137,660
23139,670,137,670
23140,686,137,686
23141,690,137,137
23142,716,137,716
23143,13,704,13
23144,76,704,76
23145,87,704,87
23146,107,704,107
23147,108,704,704
23148,111,704,704
23149,136,704,136
23150,185,704,704
23151,189,704,189
23152,194,704,704
23153,226,704,226
23154,231,704,704
23155,258,704,704
23156,264,704,264
23157,269,704,269
23158,303,704,303
23159,312,704,312
23160,313,704,313
23161,348,704,348
23162,349,704,704
23163,353,704,353
23164,354,704,354
23165,357,704,357
23166,375,704,375
23167,398,704,398
23168,410,704,704
23169,429,704,429
23170,437,704,704
23171,474,704,474
23172,476,704,704
23173,505,704,505
23174,514,704,514
23175,534,704,534
23176,549,704,549
23177,551,704,551
23178,560,704,560
23179,562,704,704
23180,566,704,566
23181,579,704,704
23182,599,704,704
23183,608,704,608
23184,632,704,632
23185,635,704,635
23186,638,704,638
23187,653,704,653
23188,657,704,657
23189,689,704,689
23190,715,704,715
23191,721,704,721
23192,13,192,13
23193,24,192,24
23194,47,192,192
23195,65,192,192
23196,93,192,93
23197,125,192,125
23198,125,192,125
23199,129,192,192
23200,130,192,130
23201,130,192,130
23202,138,192,138
23203,149,192,149
23204,185,192,192
23205,219,192,192
23206,222,192,222
23207,245,192,245
23208,248,192,248
23209,252,192,252
23210,256,192,256
23211,258,192,258
23212,259,192,259
23213,261,192,261
23214,276,192,276
23215,287,192,192
23216,291,192,291
23217,298,192,192
23218,318,192,318
23219,321,192,321
23220,327,192,327
23221,328,192,192
23222,336,192,336
23223,349,192,192
23224,360,192,192
23225,372,192,372
23226,405,192,405
23227,414,192,414
23228,422,192,422
23229,428,192,428
23230,458,192,192
23231,461,192,461
23232,475,192,475
23233,478,192,192
23234,484,192,484
23235,493,192,493
23236,505,192,505
23237,506,192,506
23238,506,192,506
23239,512,192,512
23240,519,192,519
23241,534,192,534
23242,549,192,549
23243,550,192,550
23244,554,192,554
23245,566,192,566
23246,577,192,192
23247,587,192,587
23248,597,192,192
23249,635,192,635
23250,672,192,672
23251,703,192,703
23252,712,192,192
23253,717,192,717
23254,13,590,13
23255,30,590,30
23256,31,590,31
23257,33,590,33
23258,52,590,590
23259,52,590,590
23260,54,590,590
23261,68,590,68
23262,69,590,69
23263,83,590,83
23264,92,590,590
23265,96,590,96
23266,98,590,98
23267,108,590,108
23268,118,590,590
23269,139,590,139
23270,141,590,141
23271,150,590,150
23272,157,590,157
23273,160,590,160
23274,165,590,165
23275,166,590,166
23276,206,590,206
23277,229,590,229
23278,240,590,240
23279,241,590,241
23280,246,590,246
23281,381,590,381
23282,398,590,398
23283,401,590,401
23284,408,590,408
23285,426,590,426
23286,438,590,590
23287,460,590,460
23288,467,590,467
23289,472,590,472
23290,479,590,479
23291,489,590,489
23292,490,590,490
23293,499,590,499
23294,499,590,499
23295,530,590,530
23296,530,590,530
23297,539,590,539
23298,540,590,540
23299,554,590,554
23300,575,590,575
23301,579,590,579
23302,588,590,588
23303,589,590,589
23304,613,590,613
23305,618,590,618
23306,632,590,632
23307,638,590,638
23308,639,590,639
23309,656,590,590
23310,657,590,590
23311,658,590,658
23312,676,590,676
23313,691,590,691
23314,693,590,693
23315,708,590,708
23316,716,590,716
23317,14,214,214
23318,15,214,214
23319,25,214,25
23320,26,214,26
23321,52,214,52
23322,84,214,214
23323,122,214,122
23324,123,214,123
23325,124,214,124
23326,126,214,126
23327,135,214,135
23328,144,214,214
23329,184,214,214
23330,195,214,214
23331,197,214,214
23332,205,214,214
23333,213,214,214
23334,223,214,214
23335,227,214,214
23336,229,214,229
23337,247,214,214
23338,248,214,214
23339,252,214,214
23340,261,214,214
23341,279,214,214
23342,290,214,214
23343,308,214,214
23344,308,214,214
23345,341,214,214
23346,345,214,214
23347,353,214,214
23348,369,214,214
23349,373,214,373
23350,380,214,380
23351,393,214,214
23352,398,214,398
23353,417,214,417
23354,420,214,214
23355,434,214,214
23356,456,214,214
23357,486,214,486
23358,493,214,493
23359,498,214,214
23360,546,214,214
23361,569,214,214
23362,580,214,214
23363,584,214,214
23364,585,214,214
23365,591,214,214
23366,602,214,214
23367,606,214,214
23368,614,214,214
23369,631,214,214
23370,683,214,214
23371,703,214,214
23372,705,214,214
23373,709,214,214
23374,717,214,717
23375,14,715,715
23376,46,715,715
23377,88,715,715
23378,100,715,715
23379,108,715,715
23380,112,715,715
23381,134,715,715
23382,137,715,715
23383,154,715,715
23384,164,715,715
23385,183,715,183
23386,196,715,715
23387,199,715,715
23388,219,715,715
23389,223,715,715
23390,225,715,715
23391,227,715,715
23392,228,715,715
23393,241,715,715
23394,249,715,715
23395,261,715,715
23396,269,715,715
23397,278,715,715
23398,294,715,715
23399,343,715,715
23400,362,715,715
23401,374,715,715
23402,376,715,715
23403,381,715,715
23404,418,715,715
23405,437,715,715
23406,444,715,715
23407,473,715,715
23408,477,715,715
23409,485,715,715
23410,488,715,715
23411,500,715,715
23412,519,715,715
23413,522,715,715
23414,527,715,715
23415,538,715,715
23416,540,715,715
23417,560,715,715
23418,566,715,715
23419,611,715,715
23420,611,715,715
23421,617,715,617
23422,668,715,715
23423,707,715,707
23424,709,715,715
23425,14,136,136
23426,22,136,22
23427,58,136,136
23428,61,136,61
23429,81,136,136
23430,87,136,87
23431,96,136,136
23432,106,136,106
23433,116,136,136
23434,123,136,123
23435,129,136,136
23436,129,136,136
23437,133,136,136
23438,135,136,135
23439,153,136,136
23440,159,136,136
23441,166,136,136
23442,166,136,136
23443,200,136,200
23444,206,136,136
23445,221,136,136
23446,243,136,243
23447,258,136,136
23448,265,136,136
23449,267,136,136
23450,276,136,276
23451,281,136,136
23452,310,136,310
23453,326,136,326
23454,339,136,136
23455,350,136,350
23456,401,136,136
23457,412,136,136
23458,414,136,414
23459,414,136,414
23460,457,136,457
23461,459,136,136
23462,464,136,136
23463,466,136,466
23464,532,136,136
23465,540,136,136
23466,550,136,550
23467,553,136,553
23468,553,136,553
23469,560,136,136
23470,562,136,136
23471,564,136,136
23472,573,136,573
23473,582,136,136
23474,587,136,587
23475,635,136,635
23476,664,136,136
23477,669,136,136
23478,683,136,136
23479,689,136,689
23480,697,136,697
23481,701,136,701
23482,703,136,136
23483,14,477,477
23484,14,477,477
23485,16,477,477
23486,19,477,477
23487,49,477,49
23488,58,477,58
23489,65,477,477
23490,72,477,72
23491,74,477,477
23492,96,477,477
23493,124,477,124
23494,130,477,130
23495,144,477,144
23496,161,477,477
23497,173,477,477
23498,178,477,178
23499,178,477,178
23500,178,477,178
23501,179,477,477
23502,187,477,187
23503,192,477,477
23504,201,477,201
23505,205,477,477
23506,208,477,477
23507,225,477,225
23508,229,477,229
23509,230,477,230
23510,247,477,247
23511,255,477,477
23512,256,477,256
23513,277,477,477
23514,301,477,477
23515,325,477,325
23516,325,477,325
23517,332,477,332
23518,334,477,334
23519,359,477,359
23520,359,477,359
23521,367,477,367
23522,389,477,389
23523,396,477,477
23524,400,477,477
23525,407,477,407
23526,418,477,418
23527,420,477,477
23528,452,477,452
23529,461,477,461
23530,476,477,477
23531,490,477,490
23532,516,477,516
23533,522,477,522
23534,522,477,522
23535,530,477,530
23536,547,477,547
23537,577,477,477
23538,599,477,477
23539,616,477,477
23540,619,477,477
23541,621,477,621
23542,630,477,630
23543,654,477,654
23544,662,477,662
23545,668,477,668
23546,675,477,477
23547,680,477,477
23548,708,477,477
23549,721,477,721
23550,14,51,51
23551,21,51,51
23552,30,51,51
23553,33,51,51
23554,34,51,51
23555,45,51,45
23556,50,51,51
23557,61,51,51
23558,65,51,51
23559,72,51,51
23560,83,51,51
23561,84,51,51
23562,88,51,51
23563,89,51,51
23564,138,51,51
23565,169,51,169
23566,170,51,51
23567,199,51,199
23568,233,51,51
23569,238,51,51
23570,258,51,51
23571,278,51,51
23572,299,51,51
23573,300,51,51
23574,306,51,51
23575,329,51,51
23576,339,51,51
23577,348,51,51
23578,353,51,51
23579,359,51,51
23580,369,51,369
23581,370,51,51
23582,376,51,51
23583,443,51,51
23584,468,51,51
23585,490,51,51
23586,495,51,51
23587,516,51,51
23588,527,51,51
23589,528,51,51
23590,566,51,51
23591,594,51,51
23592,618,51,51
23593,644,51,51
23594,673,51,673
23595,674,51,51
23596,14,289,289
23597,21,289,289
23598,30,289,289
23599,36,289,289
23600,56,289,289
23601,73,289,289
23602,76,289,289
23603,80,289,289
23604,105,289,289
23605,106,289,289
23606,128,289,128
23607,133,289,289
23608,139,289,289
23609,160,289,289
23610,185,289,289
23611,191,289,289
23612,209,289,289
23613,219,289,289
23614,241,289,289
23615,241,289,289
23616,272,289,289
23617,278,289,289
23618,284,289,289
23619,286,289,289
23620,288,289,289
23621,296,289,289
23622,299,289,289
23623,301,289,289
23624,327,289,289
23625,341,289,289
23626,388,289,289
23627,391,289,289
23628,397,289,289
23629,400,289,289
23630,402,289,289
23631,422,289,289
23632,443,289,289
23633,457,289,289
23634,464,289,289
23635,470,289,289
23636,485,289,289
23637,520,289,289
23638,522,289,289
23639,533,289,289
23640,534,289,289
23641,536,289,289
23642,538,289,289
23643,565,289,289
23644,565,289,289
23645,570,289,289
23646,611,289,289
23647,616,289,289
23648,626,289,289
23649,627,289,289
23650,637,289,289
23651,661,289,289
23652,663,289,663
23653,676,289,676
23654,680,289,289
23655,716,289,289
23656,14,398,398
23657,20,398,398
23658,20,398,398
23659,22,398,398
23660,32,398,398
23661,39,398,398
23662,50,398,398
23663,53,398,53
23664,61,398,398
23665,68,398,398
23666,69,398,398
23667,96,398,398
23668,105,398,398
23669,105,398,398
23670,110,398,398
23671,116,398,398
23672,140,398,398
23673,142,398,142
23674,148,398,398
23675,171,398,398
23676,178,398,398
23677,182,398,398
23678,185,398,398
23679,229,398,398
23680,238,398,398
23681,239,398,398
23682,244,398,398
23683,251,398,398
23684,253,398,398
23685,256,398,398
23686,260,398,398
23687,300,398,398
23688,310,398,310
23689,350,398,398
23690,366,398,398
23691,367,398,398
23692,368,398,398
23693,378,398,398
23694,387,398,398
23695,392,398,392
23696,396,398,398
23697,407,398,398
23698,409,398,398
23699,421,398,398
23700,424,398,424
23701,434,398,398
23702,463,398,398
23703,499,398,398
23704,501,398,398
23705,511,398,398
23706,526,398,398
23707,548,398,398
23708,558,398,398
23709,580,398,398
23710,584,398,398
23711,592,398,398
23712,607,398,398
23713,623,398,398
23714,632,398,632
23715,649,398,398
23716,694,398,398
23717,706,398,398
23718,14,295,295
23719,17,295,17
23720,42,295,42
23721,49,295,49
23722,50,295,50
23723,90,295,295
23724,102,295,295
23725,107,295,107
23726,116,295,295
23727,119,295,295
23728,126,295,126
23729,130,295,130
23730,143,295,295
23731,163,295,295
23732,174,295,295
23733,201,295,295
23734,206,295,295
23735,206,295,295
23736,222,295,295
23737,227,295,227
23738,229,295,229
23739,236,295,295
23740,283,295,295
23741,288,295,288
23742,291,295,291
23743,307,295,295
23744,315,295,295
23745,315,295,295
23746,326,295,326
23747,327,295,295
23748,332,295,295
23749,336,295,295
23750,359,295,359
23751,360,295,295
23752,366,295,295
23753,392,295,392
23754,412,295,295
23755,429,295,295
23756,433,295,295
23757,448,295,448
23758,489,295,489
23759,500,295,295
23760,511,295,295
23761,534,295,295
23762,534,295,295
23763,539,295,539
23764,539,295,539
23765,559,295,295
23766,569,295,569
23767,570,295,295
23768,597,295,295
23769,638,295,638
23770,671,295,671
23771,693,295,295
23772,701,295,701
23773,704,295,295
23774,715,295,715
23775,14,244,244
23776,39,244,244
23777,65,244,65
23778,66,244,244
23779,77,244,244
23780,77,244,244
23781,79,244,244
23782,81,244,244
23783,88,244,244
23784,90,244,244
23785,108,244,244
23786,112,244,244
23787,113,244,244
23788,127,244,244
23789,146,244,244
23790,159,244,244
23791,176,244,244
23792,192,244,244
23793,215,244,215
23794,251,244,244
23795,251,244,244
23796,256,244,244
23797,258,244,244
23798,260,244,244
23799,266,244,244
23800,268,244,244
23801,269,244,244
23802,273,244,244
23803,296,244,244
23804,310,244,310
23805,313,244,244
23806,314,244,244
23807,319,244,244
23808,323,244,244
23809,334,244,244
23810,356,244,244
23811,364,244,244
23812,380,244,380
23813,418,244,244
23814,422,244,244
23815,440,244,244
23816,446,244,244
23817,464,244,464
23818,491,244,491
23819,497,244,497
23820,507,244,244
23821,511,244,244
23822,518,244,244
23823,519,244,244
23824,532,244,244
23825,563,244,244
23826,631,244,244
23827,639,244,639
23828,646,244,244
23829,653,244,244
23830,662,244,244
23831,680,244,244
23832,688,244,244
23833,698,244,244
23834,705,244,244
23835,714,244,244
23836,14,146,146
23837,70,146,146
23838,74,146,146
23839,77,146,146
23840,92,146,146
23841,99,146,146
23842,100,146,100
23843,108,146,146
23844,140,146,146
23845,142,146,142
23846,158,146,146
23847,181,146,146
23848,219,146,146
23849,228,146,146
23850,245,146,146
23851,248,146,146
23852,270,146,146
23853,287,146,146
23854,288,146,146
23855,294,146,146
23856,304,146,146
23857,313,146,146
23858,319,146,319
23859,331,146,146
23860,345,146,146
23861,347,146,146
23862,378,146,146
23863,392,146,392
23864,402,146,146
23865,402,146,146
23866,407,146,146
23867,412,146,146
23868,437,146,146
23869,450,146,146
23870,462,146,146
23871,465,146,146
23872,472,146,472
23873,472,146,472
23874,474,146,146
23875,490,146,490
23876,501,146,146
23877,511,146,146
23878,525,146,525
23879,525,146,525
23880,538,146,146
23881,539,146,146
23882,543,146,146
23883,548,146,146
23884,565,146,565
23885,578,146,146
23886,583,146,146
23887,589,146,146
23888,600,146,146
23889,613,146,146
23890,619,146,146
23891,649,146,649
23892,651,146,146
23893,667,146,146
23894,672,146,146
23895,677,146,146
23896,695,146,695
23897,699,146,146
23898,704,146,146
23899,704,146,146
23900,715,146,715
23901,14,251,251
23902,25,251,251
23903,43,251,251
23904,46,251,251
23905,61,251,251
23906,62,251,251
23907,75,251,251
23908,81,251,251
23909,89,251,251
23910,107,251,251
23911,111,251,251
23912,114,251,251
23913,130,251,251
23914,150,251,150
23915,196,251,196
23916,202,251,251
23917,234,251,251
23918,257,251,251
23919,271,251,251
23920,295,251,251
23921,327,251,251
23922,335,251,251
23923,348,251,251
23924,389,251,251
23925,412,251,251
23926,414,251,251
23927,437,251,251
23928,437,251,251
23929,462,251,251
23930,486,251,251
23931,489,251,251
23932,507,251,251
23933,507,251,251
23934,509,251,509
23935,522,251,251
23936,532,251,251
23937,541,251,251
23938,548,251,251
23939,559,251,559
23940,571,251,571
23941,588,251,251
23942,591,251,251
23943,619,251,251
23944,619,251,251
23945,634,251,634
23946,636,251,251
23947,636,251,251
23948,637,251,251
23949,667,251,251
23950,673,251,251
23951,694,251,251
23952,698,251,251
23953,712,251,251
23954,14,400,400
23955,16,400,400
23956,25,400,25
23957,28,400,400
23958,35,400,400
23959,54,400,400
23960,78,400,78
23961,87,400,400
23962,91,400,400
23963,118,400,400
23964,153,400,400
23965,154,400,154
23966,161,400,400
23967,161,400,400
23968,185,400,400
23969,208,400,400
23970,210,400,400
23971,232,400,400
23972,234,400,234
23973,239,400,239
23974,284,400,400
23975,299,400,400
23976,301,400,400
23977,301,400,400
23978,304,400,400
23979,305,400,400
23980,311,400,311
23981,322,400,400
23982,329,400,400
23983,347,400,347
23984,348,400,400
23985,377,400,400
23986,397,400,397
23987,414,400,400
23988,441,400,441
23989,462,400,400
23990,468,400,468
23991,483,400,483
23992,497,400,497
23993,522,400,522
23994,534,400,400
23995,535,400,400
23996,537,400,537
23997,544,400,400
23998,548,400,400
23999,549,400,549
24000,563,400,400
24001,563,400,400
24002,565,400,400
24003,575,400,400
24004,589,400,400
24005,624,400,400
24006,626,400,400
24007,627,400,400
24008,630,400,630
24009,634,400,400
24010,634,400,400
24011,635,400,635
24012,665,400,400
24013,665,400,400
24014,675,400,400
24015,680,400,400
24016,705,400,400
24017,14,62,62
24018,23,62,62
24019,38,62,38
24020,56,62,62
24021,79,62,79
24022,79,62,79
24023,101,62,101
24024,115,62,115
24025,124,62,124
24026,128,62,128
24027,160,62,160
24028,182,62,62
24029,183,62,62
24030,197,62,62
24031,207,62,207
24032,209,62,62
24033,243,62,243
24034,245,62,245
24035,268,62,62
24036,285,62,62
24037,311,62,311
24038,332,62,62
24039,353,62,62
24040,358,62,62
24041,362,62,362
24042,371,62,62
24043,380,62,380
24044,387,62,62
24045,395,62,62
24046,425,62,62
24047,440,62,62
24048,454,62,454
24049,456,62,62
24050,458,62,62
24051,460,62,62
24052,470,62,470
24053,520,62,62
24054,532,62,62
24055,548,62,62
24056,562,62,62
24057,563,62,62
24058,567,62,567
24059,573,62,573
24060,575,62,62
24061,577,62,62
24062,604,62,62
24063,621,62,62
24064,628,62,628
24065,631,62,62
24066,643,62,643
24067,660,62,660
24068,664,62,62
24069,697,62,697
24070,698,62,62
24071,14,99,99
24072,42,99,42
24073,46,99,99
24074,61,99,61
24075,67,99,99
24076,74,99,99
24077,126,99,126
24078,138,99,99
24079,147,99,99
24080,151,99,151
24081,156,99,156
24082,157,99,157
24083,192,99,99
24084,193,99,193
24085,209,99,99
24086,232,99,99
24087,233,99,99
24088,265,99,99
24089,296,99,99
24090,312,99,312
24091,332,99,99
24092,349,99,349
24093,354,99,99
24094,360,99,99
24095,369,99,99
24096,371,99,99
24097,372,99,99
24098,388,99,99
24099,388,99,99
24100,397,99,397
24101,401,99,99
24102,412,99,99
24103,444,99,444
24104,451,99,99
24105,467,99,467
24106,467,99,467
24107,494,99,494
24108,504,99,99
24109,513,99,99
24110,529,99,99
24111,531,99,99
24112,533,99,99
24113,561,99,561
24114,568,99,99
24115,578,99,99
24116,637,99,637
24117,639,99,639
24118,654,99,99
24119,655,99,655
24120,677,99,99
24121,14,267,267
24122,35,267,267
24123,37,267,267
24124,59,267,59
24125,65,267,65
24126,86,267,267
24127,92,267,92
24128,93,267,93
24129,104,267,267
24130,116,267,267
24131,188,267,188
24132,193,267,193
24133,208,267,267
24134,236,267,267
24135,238,267,267
24136,247,267,267
24137,253,267,253
24138,263,267,267
24139,265,267,267
24140,270,267,267
24141,292,267,267
24142,306,267,267
24143,342,267,267
24144,344,267,344
24145,356,267,267
24146,357,267,267
24147,361,267,267
24148,362,267,362
24149,378,267,267
24150,378,267,267
24151,382,267,382
24152,388,267,267
24153,398,267,398
24154,399,267,267
24155,420,267,267
24156,424,267,424
24157,426,267,426
24158,433,267,267
24159,441,267,441
24160,442,267,267
24161,450,267,267
24162,455,267,267
24163,457,267,457
24164,471,267,267
24165,477,267,267
24166,484,267,484
24167,499,267,267
24168,510,267,510
24169,519,267,267
24170,534,267,267
24171,577,267,267
24172,586,267,586
24173,596,267,596
24174,597,267,267
24175,603,267,267
24176,612,267,612
24177,618,267,267
24178,629,267,267
24179,631,267,267
24180,661,267,267
24181,669,267,267
24182,672,267,267
24183,672,267,267
24184,692,267,267
24185,696,267,267
24186,14,580,580
24187,15,580,15
24188,23,580,580
24189,26,580,26
24190,52,580,52
24191,72,580,72
24192,81,580,580
24193,104,580,580
24194,124,580,124
24195,131,580,131
24196,155,580,155
24197,163,580,580
24198,167,580,580
24199,172,580,172
24200,177,580,177
24201,198,580,198
24202,219,580,580
24203,231,580,580
24204,262,580,262
24205,275,580,275
24206,276,580,276
24207,298,580,580
24208,323,580,580
24209,352,580,580
24210,366,580,580
24211,367,580,580
24212,371,580,580
24213,373,580,373
24214,389,580,580
24215,408,580,408
24216,411,580,580
24217,442,580,580
24218,454,580,454
24219,463,580,580
24220,476,580,580
24221,488,580,488
24222,503,580,503
24223,507,580,507
24224,564,580,564
24225,564,580,564
24226,567,580,567
24227,583,580,583
24228,584,580,584
24229,596,580,596
24230,615,580,615
24231,616,580,580
24232,631,580,631
24233,643,580,643
24234,651,580,651
24235,675,580,675
24236,680,580,580
24237,691,580,580
24238,699,580,699
24239,14,706,706
24240,65,706,65
24241,99,706,706
24242,109,706,706
24243,151,706,151
24244,153,706,706
24245,157,706,157
24246,185,706,706
24247,199,706,706
24248,210,706,210
24249,227,706,706
24250,248,706,706
24251,249,706,249
24252,270,706,706
24253,276,706,276
24254,278,706,278
24255,288,706,288
24256,295,706,706
24257,302,706,706
24258,309,706,706
24259,359,706,706
24260,382,706,382
24261,399,706,706
24262,407,706,407
24263,427,706,427
24264,433,706,706
24265,458,706,706
24266,468,706,706
24267,521,706,521
24268,524,706,706
24269,569,706,706
24270,575,706,706
24271,594,706,706
24272,610,706,706
24273,621,706,706
24274,643,706,643
24275,653,706,706
24276,662,706,662
24277,666,706,666
24278,682,706,682
24279,690,706,706
24280,694,706,706
24281,696,706,706
24282,707,706,706
24283,714,706,706
24284,14,87,87
24285,16,87,87
24286,30,87,87
24287,37,87,87
24288,41,87,87
24289,53,87,53
24290,61,87,61
24291,69,87,87
24292,70,87,87
24293,75,87,87
24294,76,87,87
24295,94,87,94
24296,99,87,99
24297,130,87,130
24298,142,87,142
24299,150,87,150
24300,169,87,169
24301,178,87,178
24302,191,87,87
24303,196,87,196
24304,203,87,203
24305,210,87,87
24306,212,87,87
24307,216,87,87
24308,220,87,87
24309,223,87,87
24310,243,87,243
24311,276,87,276
24312,282,87,282
24313,287,87,87
24314,289,87,289
24315,292,87,87
24316,293,87,87
24317,339,87,87
24318,355,87,87
24319,364,87,87
24320,408,87,87
24321,410,87,87
24322,411,87,87
24323,432,87,432
24324,439,87,87
24325,460,87,87
24326,467,87,467
24327,469,87,469
24328,482,87,482
24329,493,87,493
24330,503,87,87
24331,508,87,508
24332,520,87,87
24333,526,87,87
24334,528,87,528
24335,535,87,87
24336,565,87,87
24337,568,87,87
24338,574,87,87
24339,590,87,87
24340,599,87,87
24341,605,87,87
24342,631,87,87
24343,640,87,640
24344,644,87,644
24345,649,87,649
24346,653,87,87
24347,657,87,657
24348,679,87,87
24349,714,87,87
24350,14,657,657
24351,15,657,657
24352,19,657,657
24353,52,657,657
24354,54,657,657
24355,62,657,657
24356,91,657,657
24357,102,657,657
24358,106,657,657
24359,109,657,657
24360,113,657,657
24361,116,657,657
24362,119,657,657
24363,151,657,151
24364,180,657,657
24365,181,657,657
24366,188,657,657
24367,212,657,657
24368,227,657,657
24369,228,657,657
24370,228,657,657
24371,256,657,657
24372,259,657,657
24373,284,657,657
24374,285,657,657
24375,289,657,289
24376,296,657,657
24377,316,657,657
24378,326,657,657
24379,338,657,657
24380,349,657,657
24381,355,657,657
24382,357,657,657
24383,370,657,657
24384,373,657,373
24385,381,657,381
24386,414,657,657
24387,420,657,657
24388,424,657,424
24389,437,657,657
24390,446,657,446
24391,446,657,446
24392,451,657,657
24393,454,657,657
24394,478,657,657
24395,489,657,657
