First_pokemon,Second_pokemon,Winner
Skuntank,Feebas,Skuntank
Skuntank,Throh,Skuntank
Skuntank,Latias,Skuntank
Skuntank,Gardevoir,Skuntank
Skuntank,Wynaut,Skuntank
Skuntank,Axew,Skuntank
Skuntank,Mega Scizor,Skuntank
Skuntank,Mandibuzz,Skuntank
Skuntank,Pidgey,Skuntank
Skuntank,Feraligatr,Skuntank
Skuntank,Feraligatr,Skuntank
Caterpie,Skuntank,Skuntank
Kakuna,Skuntank,Skuntank
Clefairy,Skuntank,Skuntank
Zubat,Skuntank,Skuntank
Magnemite,Skuntank,Skuntank
Onix,Skuntank,Skuntank
Krabby,Skuntank,Skuntank
Exeggcute,Skuntank,Skuntank
Vaporeon,Skuntank,Skuntank
Dragonite,Skuntank,Skuntank
Quilava,Skuntank,Skuntank
Natu,Skuntank,Skuntank
Bellossom,Skuntank,Skuntank
Forretress,Skuntank,Skuntank
Gardevoir,Skuntank,Skuntank
Sableye,Skuntank,Skuntank
Medicham,Skuntank,Skuntank
Medicham,Skuntank,Skuntank
Kecleon,Skuntank,Skuntank
Tropius,Skuntank,Skuntank
Walrein,Skuntank,Skuntank
Mega Latios,Skuntank,Skuntank
Grotle,Skuntank,Skuntank
Lickilicky,Skuntank,Skuntank
Purrloin,Skuntank,Skuntank
Pansear,Skuntank,Skuntank
Throh,Skuntank,Skuntank
Minccino,Skuntank,Skuntank
Fraxure,Skuntank,Skuntank
Mienfoo,Skuntank,Skuntank
Zweilous,Skuntank,Skuntank
Fletchling,Skuntank,Skuntank
Fletchinder,Skuntank,Skuntank
Florges,Skuntank,Skuntank
Gogoat,Skuntank,Skuntank
Aegislash Blade Forme,Skuntank,Skuntank
Phantump,Skuntank,Skuntank
Pumpkaboo Super Size,Skuntank,Skuntank
Skuntank,Silcoon,Skuntank
Skuntank,Hitmonchan,Skuntank
Skuntank,Stunfisk,Skuntank
Skuntank,Ivysaur,Skuntank
Skuntank,Regice,Skuntank
Skuntank,Spoink,Skuntank
Skuntank,Wormadam Plant Cloak,Skuntank
Skuntank,Ampharos,Skuntank
Skuntank,Tynamo,Skuntank
Skuntank,Chandelure,Skuntank
Skuntank,Baltoy,Skuntank
Skuntank,Bidoof,Skuntank
Skuntank,Zweilous,Skuntank
Skuntank,Luxray,Skuntank
Skuntank,Shellder,Skuntank
Skuntank,Beartic,Skuntank
Skuntank,Conkeldurr,Skuntank
Skuntank,Cloyster,Skuntank
Skuntank,Togekiss,Skuntank
Skuntank,Mega Abomasnow,Skuntank
Skuntank,Watchog,Skuntank
Skuntank,Gyarados,Skuntank
Palkia,Gabite,Palkia
Palkia,Drapion,Palkia
Palkia,Chinchou,Palkia
Palkia,Girafarig,Palkia
Palkia,Wingull,Palkia
Palkia,Piloswine,Palkia
Palkia,Glaceon,Palkia
Palkia,Glaceon,Palkia
Palkia,Palpitoad,Palkia
Palkia,Mega Gyarados,Palkia
Palkia,Houndoom,Palkia
Palkia,Chimecho,Palkia
Palkia,Flabébé,Palkia
Palkia,Shinx,Palkia
Mega Venusaur,Palkia,Palkia
Charmeleon,Palkia,Palkia
Wartortle,Palkia,Palkia
Nidoran♂,Palkia,Palkia
Oddish,Palkia,Palkia
,Palkia,Palkia
Poliwhirl,Palkia,Palkia
Weepinbell,Palkia,Palkia
Magnemite,Palkia,Palkia
Rhyhorn,Palkia,Palkia
Jynx,Palkia,Palkia
Mareep,Palkia,Palkia
Flaaffy,Palkia,Palkia
Yanma,Palkia,Palkia
Steelix,Palkia,Palkia
Teddiursa,Palkia,Palkia
Remoraid,Palkia,Palkia
Cascoon,Palkia,Palkia
Taillow,Palkia,Palkia
Aron,Palkia,Palkia
Gulpin,Palkia,Palkia
Spoink,Palkia,Palkia
Seviper,Palkia,Palkia
Barboach,Palkia,Palkia
Luvdisc,Palkia,Palkia
Rayquaza,Palkia,Palkia
Grotle,Palkia,Palkia
Prinplup,Palkia,Palkia
Starly,Palkia,Palkia
Staravia,Palkia,Palkia
Drifblim,Palkia,Palkia
Chatot,Palkia,Palkia
Toxicroak,Palkia,Palkia
Finneon,Palkia,Palkia
Mantyke,Palkia,Palkia
Electivire,Palkia,Palkia
Togekiss,Palkia,Palkia
Glaceon,Palkia,Palkia
Patrat,Palkia,Palkia
Roggenrola,Palkia,Palkia
Roggenrola,Palkia,Palkia
Swadloon,Palkia,Palkia
Darmanitan Zen Mode,Palkia,Palkia
Dwebble,Palkia,Palkia
Yamask,Palkia,Palkia
Gothita,Palkia,Palkia
Escavalier,Palkia,Palkia
Eelektrik,Palkia,Palkia
Litwick,Palkia,Palkia
Stunfisk,Palkia,Palkia
Hydreigon,Palkia,Palkia
Landorus Therian Forme,Palkia,Palkia
Meloetta Aria Forme,Palkia,Palkia
Braixen,Palkia,Palkia
Gogoat,Palkia,Palkia
Pangoro,Palkia,Palkia
Doublade,Palkia,Palkia
Sliggoo,Palkia,Palkia
Avalugg,Palkia,Palkia
Palkia,Numel,Palkia
Palkia,Combusken,Palkia
Palkia,Cascoon,Palkia
Palkia,Tirtouga,Palkia
Palkia,Leafeon,Palkia
Palkia,Golduck,Palkia
Palkia,Spearow,Palkia
Palkia,Rhyperior,Palkia
Palkia,Unfezant,Palkia
Palkia,Slakoth,Palkia
Palkia,Sharpedo,Palkia
Palkia,Barbaracle,Palkia
Palkia,Lumineon,Palkia
Palkia,Xerneas,Palkia
Palkia,Lanturn,Palkia
Palkia,Lanturn,Palkia
Palkia,Darumaka,Palkia
Palkia,Mega Garchomp,Palkia
Palkia,Shelmet,Palkia
Palkia,Magcargo,Palkia
Palkia,Gogoat,Palkia
Palkia,Seadra,Palkia
Palkia,Weepinbell,Palkia
Palkia,Sunflora,Palkia
Palkia,Pichu,Palkia
Palkia,Beautifly,Palkia
Palkia,Timburr,Palkia
Palkia,Spritzee,Palkia
Palkia,Cherubi,Palkia
Palkia,Blitzle,Palkia
Palkia,Quagsire,Palkia
Palkia,Loudred,Palkia
Palkia,Dratini,Palkia
Palkia,Nidorina,Palkia
Palkia,Phanpy,Palkia
Palkia,Sudowoodo,Palkia
Palkia,Skrelp,Palkia
Palkia,Whiscash,Palkia
Palkia,Mega Aggron,Palkia
Palkia,Joltik,Palkia
Palkia,Cloyster,Palkia
Palkia,Scizor,Palkia
Giratina Origin Forme,Gabite,Giratina Origin Forme
Giratina Origin Forme,Hitmonlee,Giratina Origin Forme
Giratina Origin Forme,Wurmple,Giratina Origin Forme
Giratina Origin Forme,Heatran,Giratina Origin Forme
Giratina Origin Forme,Beheeyem,Giratina Origin Forme
Giratina Origin Forme,Chespin,Giratina Origin Forme
Giratina Origin Forme,Wormadam Sandy Cloak,Giratina Origin Forme
Giratina Origin Forme,Vivillon,Giratina Origin Forme
Giratina Origin Forme,Ledian,Giratina Origin Forme
Charmander,Giratina Origin Forme,Giratina Origin Forme
Mega Blastoise,Giratina Origin Forme,Giratina Origin Forme
Metapod,Giratina Origin Forme,Giratina Origin Forme
Fearow,Giratina Origin Forme,Giratina Origin Forme
Nidorina,Giratina Origin Forme,Giratina Origin Forme
Vulpix,Giratina Origin Forme,Giratina Origin Forme
Venonat,Giratina Origin Forme,Giratina Origin Forme
Growlithe,Giratina Origin Forme,Giratina Origin Forme
Poliwhirl,Giratina Origin Forme,Giratina Origin Forme
Graveler,Giratina Origin Forme,Giratina Origin Forme
Mega Slowbro,Giratina Origin Forme,Giratina Origin Forme
Rhyhorn,Giratina Origin Forme,Giratina Origin Forme
Seadra,Giratina Origin Forme,Giratina Origin Forme
Mr. Mime,Giratina Origin Forme,Giratina Origin Forme
Pinsir,Giratina Origin Forme,Giratina Origin Forme
Omanyte,Giratina Origin Forme,Giratina Origin Forme
Quilava,Giratina Origin Forme,Giratina Origin Forme
Croconaw,Giratina Origin Forme,Giratina Origin Forme
Mareep,Giratina Origin Forme,Giratina Origin Forme
Umbreon,Giratina Origin Forme,Giratina Origin Forme
Houndour,Giratina Origin Forme,Giratina Origin Forme
Magby,Giratina Origin Forme,Giratina Origin Forme
Miltank,Giratina Origin Forme,Giratina Origin Forme
Blissey,Giratina Origin Forme,Giratina Origin Forme
Blissey,Giratina Origin Forme,Giratina Origin Forme
Pupitar,Giratina Origin Forme,Giratina Origin Forme
Vigoroth,Giratina Origin Forme,Giratina Origin Forme
Illumise,Giratina Origin Forme,Giratina Origin Forme
Roselia,Giratina Origin Forme,Giratina Origin Forme
Spinda,Giratina Origin Forme,Giratina Origin Forme
Lunatone,Giratina Origin Forme,Giratina Origin Forme
Lunatone,Giratina Origin Forme,Giratina Origin Forme
Mega Banette,Giratina Origin Forme,Giratina Origin Forme
Dusclops,Giratina Origin Forme,Giratina Origin Forme
Regice,Giratina Origin Forme,Giratina Origin Forme
Gabite,Giratina Origin Forme,Giratina Origin Forme
Lickilicky,Giratina Origin Forme,Giratina Origin Forme
Heat Rotom,Giratina Origin Forme,Giratina Origin Forme
Herdier,Giratina Origin Forme,Giratina Origin Forme
Boldore,Giratina Origin Forme,Giratina Origin Forme
Venipede,Giratina Origin Forme,Giratina Origin Forme
Gothorita,Giratina Origin Forme,Giratina Origin Forme
Gothorita,Giratina Origin Forme,Giratina Origin Forme
Sawsbuck,Giratina Origin Forme,Giratina Origin Forme
Beheeyem,Giratina Origin Forme,Giratina Origin Forme
Chespin,Giratina Origin Forme,Giratina Origin Forme
Flabébé,Giratina Origin Forme,Giratina Origin Forme
Skiddo,Giratina Origin Forme,Giratina Origin Forme
Pangoro,Giratina Origin Forme,Giratina Origin Forme
Furfrou,Giratina Origin Forme,Giratina Origin Forme
Giratina Origin Forme,Solosis,Giratina Origin Forme
Giratina Origin Forme,Cascoon,Giratina Origin Forme
Giratina Origin Forme,Steelix,Giratina Origin Forme
Giratina Origin Forme,Fletchinder,Giratina Origin Forme
Giratina Origin Forme,Pelipper,Giratina Origin Forme
Giratina Origin Forme,Dusknoir,Giratina Origin Forme
Giratina Origin Forme,Dusknoir,Giratina Origin Forme
Giratina Origin Forme,Lileep,Giratina Origin Forme
Giratina Origin Forme,Aggron,Giratina Origin Forme
Giratina Origin Forme,Mega Slowbro,Giratina Origin Forme
Giratina Origin Forme,Tympole,Giratina Origin Forme
Giratina Origin Forme,Masquerain,Giratina Origin Forme
Giratina Origin Forme,Aegislash Shield Forme,Giratina Origin Forme
Giratina Origin Forme,Hippopotas,Giratina Origin Forme
Giratina Origin Forme,Hippopotas,Giratina Origin Forme
Giratina Origin Forme,Lairon,Giratina Origin Forme
Giratina Origin Forme,Beldum,Giratina Origin Forme
Giratina Origin Forme,Heracross,Giratina Origin Forme
Giratina Origin Forme,Regice,Giratina Origin Forme
Giratina Origin Forme,Duskull,Giratina Origin Forme
Giratina Origin Forme,Sealeo,Giratina Origin Forme
Giratina Origin Forme,Turtwig,Giratina Origin Forme
Giratina Origin Forme,Spiritomb,Giratina Origin Forme
Giratina Origin Forme,Phanpy,Giratina Origin Forme
Giratina Origin Forme,Skrelp,Giratina Origin Forme
Giratina Origin Forme,Golem,Giratina Origin Forme
Giratina Origin Forme,Vibrava,Giratina Origin Forme
Giratina Origin Forme,Gligar,Giratina Origin Forme
Giratina Origin Forme,Druddigon,Giratina Origin Forme
Giratina Origin Forme,Vanilluxe,Giratina Origin Forme
Simisear,Gabite,Simisear
Simisear,Raticate,Simisear
Simisear,Unown,Simisear
Simisear,Unown,Simisear
Simisear,Carvanha,Simisear
Simisear,Sigilyph,Simisear
Simisear,Lapras,Simisear
Simisear,Deerling,Simisear
Simisear,Dragalge,Simisear
Simisear,Anorith,Simisear
Simisear,Yveltal,Simisear
Simisear,Happiny,Simisear
Simisear,Wormadam Sandy Cloak,Simisear
Simisear,Bergmite,Simisear
Simisear,Mega Audino,Simisear
Simisear,Scrafty,Simisear
Simisear,Abra,Simisear
Simisear,Arcanine,Simisear
Simisear,Linoone,Simisear
Simisear,Pumpkaboo Super Size,Simisear
Simisear,Archen,Simisear
Simisear,Krookodile,Simisear
Simisear,Ekans,Simisear
Charizard,Simisear,Simisear
Mega Charizard Y,Simisear,Simisear
Wartortle,Simisear,Simisear
Metapod,Simisear,Simisear
Poliwhirl,Simisear,Simisear
Hitmonchan,Simisear,Simisear
Koffing,Simisear,Simisear
Eevee,Simisear,Simisear
Omastar,Simisear,Simisear
Snorlax,Simisear,Simisear
Dratini,Simisear,Simisear
Xatu,Simisear,Simisear
Mareep,Simisear,Simisear
Azumarill,Simisear,Simisear
Politoed,Simisear,Simisear
Yanma,Simisear,Simisear
Murkrow,Simisear,Simisear
Pineco,Simisear,Simisear
Magcargo,Simisear,Simisear
Houndoom,Simisear,Simisear
Tyrogue,Simisear,Simisear
Tyranitar,Simisear,Simisear
Ho-oh,Simisear,Simisear
Linoone,Simisear,Simisear
Shroomish,Simisear,Simisear
Whismur,Simisear,Simisear
Azurill,Simisear,Simisear
Swalot,Simisear,Simisear
Torkoal,Simisear,Simisear
Beldum,Simisear,Simisear
Regirock,Simisear,Simisear
Prinplup,Simisear,Simisear
Cranidos,Simisear,Simisear
Combee,Simisear,Simisear
Gible,Simisear,Simisear
Mega Garchomp,Simisear,Simisear
Hippopotas,Simisear,Simisear
Skorupi,Simisear,Simisear
Mantyke,Simisear,Simisear
Mantyke,Simisear,Simisear
Leafeon,Simisear,Simisear
Emboar,Simisear,Simisear
Dewott,Simisear,Simisear
Lillipup,Simisear,Simisear
Stoutland,Simisear,Simisear
Drilbur,Simisear,Simisear
Seismitoad,Simisear,Simisear
Sewaddle,Simisear,Simisear
Whirlipede,Simisear,Simisear
Vullaby,Simisear,Simisear
Chespin,Simisear,Simisear
Swirlix,Simisear,Simisear
Clauncher,Simisear,Simisear
Tyrunt,Simisear,Simisear
Sylveon,Simisear,Simisear
Sylveon,Simisear,Simisear
Dedenne,Simisear,Simisear
Phantump,Simisear,Simisear
Simisear,Hitmontop,Simisear
Simisear,Aggron,Simisear
Simisear,Malamar,Simisear
Simisear,Trubbish,Simisear
Simisear,Vileplume,Simisear
Simisear,Croagunk,Simisear
Simisear,Chimchar,Simisear
Simisear,Misdreavus,Simisear
Simisear,Seedot,Simisear
Simisear,Swampert,Simisear
Simisear,Mantyke,Simisear
Simisear,Seadra,Simisear
Simisear,Goomy,Simisear
Simisear,Houndour,Simisear
Simisear,Cleffa,Simisear
Simisear,Chikorita,Simisear
Simisear,Mega Camerupt,Simisear
Simisear,Bulbasaur,Simisear
Simisear,Dratini,Simisear
Simisear,Turtwig,Simisear
Simisear,Cubchoo,Simisear
Simisear,Mudkip,Simisear
Simisear,Spheal,Simisear
Simisear,Audino,Simisear
Simisear,Drowzee,Simisear
Simisear,Skrelp,Simisear
Simisear,Shelgon,Simisear
Simisear,Slowbro,Simisear
Simisear,Drilbur,Simisear
Simisear,Cloyster,Simisear
Simisear,Mesprit,Simisear
Simisear,Watchog,Simisear
Terrakion,Gabite,Terrakion
Terrakion,Chinchou,Terrakion
Terrakion,Wingull,Terrakion
Terrakion,Glaceon,Terrakion
Terrakion,Dragonair,Terrakion
Terrakion,Breloom,Terrakion
Terrakion,Gourgeist Super Size,Terrakion
Terrakion,Carbink,Terrakion
Terrakion,Bastiodon,Terrakion
Terrakion,Empoleon,Terrakion
Terrakion,Electivire,Terrakion
Terrakion,Cottonee,Terrakion
Terrakion,Chespin,Terrakion
Terrakion,Snivy,Terrakion
Terrakion,Palkia,Terrakion
Terrakion,Skarmory,Terrakion
Terrakion,Yanma,Terrakion
Terrakion,Elgyem,Terrakion
Terrakion,Inkay,Terrakion
Terrakion,Pinsir,Terrakion
Terrakion,Crawdaunt,Terrakion
Terrakion,Horsea,Terrakion
Terrakion,Trapinch,Terrakion
Terrakion,Archen,Terrakion
Terrakion,Diglett,Terrakion
Terrakion,Krookodile,Terrakion
Terrakion,Krookodile,Terrakion
Terrakion,Wynaut,Terrakion
Terrakion,Hypno,Terrakion
Terrakion,Politoed,Terrakion
Terrakion,Buneary,Terrakion
Terrakion,Teddiursa,Terrakion
Terrakion,Dialga,Terrakion
Terrakion,Croagunk,Terrakion
Terrakion,Swadloon,Terrakion
Terrakion,Hippopotas,Terrakion
Terrakion,Pangoro,Terrakion
Terrakion,Foongus,Terrakion
Terrakion,Entei,Terrakion
Terrakion,Kingler,Terrakion
Terrakion,Sliggoo,Terrakion
Terrakion,Budew,Terrakion
Pidgey,Terrakion,Terrakion
Pidgeotto,Terrakion,Terrakion
Sandslash,Terrakion,Terrakion
Nidoran♀,Terrakion,Terrakion
Parasect,Terrakion,Terrakion
Machamp,Terrakion,Terrakion
Tentacruel,Terrakion,Terrakion
Muk,Terrakion,Terrakion
Cubone,Terrakion,Terrakion
Mr. Mime,Terrakion,Terrakion
Magmar,Terrakion,Terrakion
Moltres,Terrakion,Terrakion
Meganium,Terrakion,Terrakion
Noctowl,Terrakion,Terrakion
Flaaffy,Terrakion,Terrakion
Politoed,Terrakion,Terrakion
Quagsire,Terrakion,Terrakion
Umbreon,Terrakion,Terrakion
Girafarig,Terrakion,Terrakion
Kingdra,Terrakion,Terrakion
Kingdra,Terrakion,Terrakion
Phanpy,Terrakion,Terrakion
Smeargle,Terrakion,Terrakion
Swampert,Terrakion,Terrakion
Mega Medicham,Terrakion,Terrakion
Minun,Terrakion,Terrakion
Illumise,Terrakion,Terrakion
Numel,Terrakion,Terrakion
Torkoal,Terrakion,Terrakion
Mega Altaria,Terrakion,Terrakion
Corphish,Terrakion,Terrakion
Claydol,Terrakion,Terrakion
Glalie,Terrakion,Terrakion
Chimchar,Terrakion,Terrakion
Rampardos,Terrakion,Terrakion
Shieldon,Terrakion,Terrakion
Mismagius,Terrakion,Terrakion
Glameow,Terrakion,Terrakion
Bronzor,Terrakion,Terrakion
Spiritomb,Terrakion,Terrakion
Garchomp,Terrakion,Terrakion
Porygon-Z,Terrakion,Terrakion
Porygon-Z,Terrakion,Terrakion
Mega Audino,Terrakion,Terrakion
Gurdurr,Terrakion,Terrakion
Crustle,Terrakion,Terrakion
Sawsbuck,Terrakion,Terrakion
Chandelure,Terrakion,Terrakion
Virizion,Terrakion,Terrakion
Landorus Therian Forme,Terrakion,Terrakion
Scatterbug,Terrakion,Terrakion
Litleo,Terrakion,Terrakion
Pyroar,Terrakion,Terrakion
Hoopa Unbound,Terrakion,Terrakion
Terrakion,Yamask,Terrakion
Terrakion,Drowzee,Terrakion
Terrakion,Amoonguss,Terrakion
Terrakion,Pidgeot,Terrakion
Terrakion,Mega Pinsir,Terrakion
Terrakion,Bidoof,Terrakion
Terrakion,Golem,Terrakion
Terrakion,Gligar,Terrakion
Terrakion,Glalie,Terrakion
Bulbasaur,Hitmonlee,Hitmonlee
Metapod,Hitmonlee,Hitmonlee
Weedle,Hitmonlee,Hitmonlee
Pidgey,Hitmonlee,Hitmonlee
Nidoking,Hitmonlee,Hitmonlee
Venonat,Hitmonlee,Hitmonlee
Grimer,Hitmonlee,Hitmonlee
Muk,Hitmonlee,Hitmonlee
Hypno,Hitmonlee,Hitmonlee
Sentret,Hitmonlee,Hitmonlee
Ampharos,Hitmonlee,Hitmonlee
Scizor,Hitmonlee,Hitmonlee
Mantine,Hitmonlee,Hitmonlee
Blissey,Hitmonlee,Hitmonlee
Pupitar,Hitmonlee,Hitmonlee
Torchic,Hitmonlee,Hitmonlee
Swampert,Hitmonlee,Hitmonlee
Nincada,Hitmonlee,Hitmonlee
Shedinja,Hitmonlee,Hitmonlee
Meditite,Hitmonlee,Hitmonlee
Meditite,Hitmonlee,Hitmonlee
Gulpin,Hitmonlee,Hitmonlee
Swalot,Hitmonlee,Hitmonlee
Wailord,Hitmonlee,Hitmonlee
Cacnea,Hitmonlee,Hitmonlee
Whiscash,Hitmonlee,Hitmonlee
Tropius,Hitmonlee,Hitmonlee
Spheal,Hitmonlee,Hitmonlee
Buizel,Hitmonlee,Hitmonlee
Gastrodon,Hitmonlee,Hitmonlee
Drifblim,Hitmonlee,Hitmonlee
Toxicroak,Hitmonlee,Hitmonlee
Lickilicky,Hitmonlee,Hitmonlee
Lickilicky,Hitmonlee,Hitmonlee
Frost Rotom,Hitmonlee,Hitmonlee
Purrloin,Hitmonlee,Hitmonlee
Purrloin,Hitmonlee,Hitmonlee
Gigalith,Hitmonlee,Hitmonlee
Mega Audino,Hitmonlee,Hitmonlee
Karrablast,Hitmonlee,Hitmonlee
Klang,Hitmonlee,Hitmonlee
Stunfisk,Hitmonlee,Hitmonlee
Braixen,Hitmonlee,Hitmonlee
Spewpa,Hitmonlee,Hitmonlee
Barbaracle,Hitmonlee,Hitmonlee
Hitmonlee,Piloswine,Hitmonlee
Hitmonlee,Hoothoot,Hitmonlee
Hitmonlee,Gulpin,Hitmonlee
Hitmonlee,Emboar,Hitmonlee
Hitmonlee,Scatterbug,Hitmonlee
Hitmonlee,Charmander,Hitmonlee
Hitmonlee,Muk,Hitmonlee
Hitmonlee,Fletchling,Hitmonlee
Hitmonlee,Snivy,Hitmonlee
Hitmonlee,Mightyena,Hitmonlee
Hitmonlee,Combusken,Hitmonlee
Hitmonlee,Cascoon,Hitmonlee
Hitmonlee,Rattata,Hitmonlee
Hitmonlee,Seaking,Hitmonlee
Hitmonlee,Pinsir,Hitmonlee
Hitmonlee,Farfetch'd,Hitmonlee
Hitmonlee,Hitmontop,Hitmonlee
Hitmonlee,Hypno,Hitmonlee
Hitmonlee,Flareon,Hitmonlee
Hitmonlee,Cranidos,Hitmonlee
Hitmonlee,Eevee,Hitmonlee
Hitmonlee,Bonsly,Hitmonlee
Hitmonlee,Shelmet,Hitmonlee
Hitmonlee,Porygon,Hitmonlee
Hitmonlee,Houndour,Hitmonlee
Hitmonlee,Stunfisk,Hitmonlee
Hitmonlee,Spritzee,Hitmonlee
Hitmonlee,Bronzong,Hitmonlee
Hitmonlee,Blitzle,Hitmonlee
Hitmonlee,Braixen,Hitmonlee
Hitmonlee,Loudred,Hitmonlee
Hitmonlee,Amoonguss,Hitmonlee
Hitmonlee,Skrelp,Hitmonlee
Hitmonlee,Zweilous,Hitmonlee
Hitmonlee,Rampardos,Hitmonlee
Hitmonlee,Volbeat,Hitmonlee
Hitmonlee,Mesprit,Hitmonlee
Golbat,Hitmonlee,Golbat
Golbat,Stunky,Golbat
Golbat,Charmeleon,Golbat
Golbat,Dragonite,Golbat
Golbat,Dragonite,Golbat
Golbat,Zorua,Golbat
Golbat,Cacturne,Golbat
Golbat,Dwebble,Golbat
Golbat,Mega Gyarados,Golbat
Golbat,Muk,Golbat
Golbat,Wash Rotom,Golbat
Golbat,Fletchling,Golbat
Golbat,Mega Altaria,Golbat
Golbat,Omanyte,Golbat
Golbat,Exploud,Golbat
Golbat,Numel,Golbat
Golbat,Inkay,Golbat
Golbat,Rattata,Golbat
Golbat,Bellossom,Golbat
Golbat,Horsea,Golbat
Golbat,Lillipup,Golbat
Golbat,Squirtle,Golbat
Golbat,Squirtle,Golbat
Golbat,Krokorok,Golbat
Golbat,Skiploom,Golbat
Golbat,Chimchar,Golbat
Golbat,Escavalier,Golbat
Mega Blastoise,Golbat,Golbat
Mega Blastoise,Golbat,Golbat
Beedrill,Golbat,Golbat
Rattata,Golbat,Golbat
Nidoran♂,Golbat,Golbat
Oddish,Golbat,Golbat
Mankey,Golbat,Golbat
Muk,Golbat,Golbat
Krabby,Golbat,Golbat
Exeggutor,Golbat,Golbat
Horsea,Golbat,Golbat
Seaking,Golbat,Golbat
Porygon,Golbat,Golbat
Pichu,Golbat,Golbat
Togetic,Golbat,Golbat
Azumarill,Golbat,Golbat
Hoppip,Golbat,Golbat
Wobbuffet,Golbat,Golbat
Steelix,Golbat,Golbat
Kingdra,Golbat,Golbat
Marshtomp,Golbat,Golbat
Silcoon,Golbat,Golbat
Shroomish,Golbat,Golbat
Slakoth,Golbat,Golbat
Illumise,Golbat,Golbat
Corphish,Golbat,Golbat
Crawdaunt,Golbat,Golbat
Claydol,Golbat,Golbat
Milotic,Golbat,Golbat
Kecleon,Golbat,Golbat
Duskull,Golbat,Golbat
Monferno,Golbat,Golbat
Piplup,Golbat,Golbat
Roserade,Golbat,Golbat
Gastrodon,Golbat,Golbat
Abomasnow,Golbat,Golbat
Probopass,Golbat,Golbat
Purrloin,Golbat,Golbat
Pansage,Golbat,Golbat
Pidove,Golbat,Golbat
Conkeldurr,Golbat,Golbat
Seismitoad,Golbat,Golbat
Gothorita,Golbat,Golbat
Vanillite,Golbat,Golbat
Beheeyem,Golbat,Golbat
Quilladin,Golbat,Golbat
Bunnelby,Golbat,Golbat
Spritzee,Golbat,Golbat
Barbaracle,Golbat,Golbat
Gourgeist Average Size,Golbat,Golbat
Gourgeist Large Size,Golbat,Golbat
Golbat,Sandile,Golbat
Golbat,Lanturn,Golbat
Golbat,Skuntank,Golbat
Golbat,Psyduck,Golbat
Golbat,Gogoat,Golbat
Golbat,Pangoro,Golbat
Golbat,Kingler,Golbat
Golbat,Torterra,Golbat
Golbat,Torterra,Golbat
Golbat,Reuniclus,Golbat
Golbat,Tentacool,Golbat
Golbat,Woobat,Golbat
Golbat,Clefable,Golbat
Golbat,Omastar,Golbat
Golbat,Slowbro,Golbat
Golbat,Quilladin,Golbat
Golbat,Luxray,Golbat
Golbat,Druddigon,Golbat
Golbat,Sawk,Golbat
Alakazam,Hitmonlee,Alakazam
Alakazam,Drapion,Alakazam
Alakazam,Mega Medicham,Alakazam
Alakazam,Thundurus Therian Forme,Alakazam
Alakazam,Breloom,Alakazam
Alakazam,Dwebble,Alakazam
Alakazam,Thundurus Incarnate Forme,Alakazam
Alakazam,Thundurus Incarnate Forme,Alakazam
Alakazam,Carbink,Alakazam
Alakazam,Muk,Alakazam
Alakazam,Lapras,Alakazam
Alakazam,Pyroar,Alakazam
Alakazam,Wooper,Alakazam
Alakazam,Ninetales,Alakazam
Alakazam,Suicune,Alakazam
Alakazam,Lunatone,Alakazam
Alakazam,,Alakazam
Alakazam,Milotic,Alakazam
Alakazam,Throh,Alakazam
Alakazam,Shiftry,Alakazam
Alakazam,Phione,Alakazam
Alakazam,Klefki,Alakazam
Alakazam,Fennekin,Alakazam
Alakazam,Pancham,Alakazam
Alakazam,Horsea,Alakazam
Alakazam,Cinccino,Alakazam
Alakazam,Spinda,Alakazam
Alakazam,Prinplup,Alakazam
Alakazam,Wynaut,Alakazam
Alakazam,Whirlipede,Alakazam
Alakazam,Cranidos,Alakazam
Alakazam,Zapdos,Alakazam
Alakazam,Gourgeist Average Size,Alakazam
Alakazam,Chimchar,Alakazam
Alakazam,Meloetta Aria Forme,Alakazam
Alakazam,Nidorino,Alakazam
Alakazam,Sandile,Alakazam
Alakazam,Bellsprout,Alakazam
Alakazam,Aipom,Alakazam
Alakazam,Butterfree,Alakazam
Alakazam,Seel,Alakazam
Alakazam,Tyrantrum,Alakazam
Alakazam,Silcoon,Alakazam
Alakazam,Pangoro,Alakazam
Alakazam,Goodra,Alakazam
Alakazam,Beautifly,Alakazam
Alakazam,Entei,Alakazam
Alakazam,Seviper,Alakazam
Alakazam,Lombre,Alakazam
Alakazam,Dunsparce,Alakazam
Alakazam,Typhlosion,Alakazam
Alakazam,Grumpig,Alakazam
Alakazam,Wartortle,Alakazam
Alakazam,Galvantula,Alakazam
Alakazam,Braviary,Alakazam
Alakazam,Ampharos,Alakazam
Alakazam,Ferroseed,Alakazam
Alakazam,Audino,Alakazam
Alakazam,Scyther,Alakazam
Alakazam,Whiscash,Alakazam
Alakazam,Glameow,Alakazam
Alakazam,Chansey,Alakazam
Alakazam,Quilladin,Alakazam
Alakazam,Mega Charizard Y,Alakazam
Alakazam,Mega Charizard Y,Alakazam
Vileplume,Alakazam,Alakazam
Venonat,Alakazam,Alakazam
Machamp,Alakazam,Alakazam
Dodrio,Alakazam,Alakazam
Vaporeon,Alakazam,Alakazam
Ledian,Alakazam,Alakazam
Jumpluff,Alakazam,Alakazam
