,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
406,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42.0,7680,70,350,45,Shield Pokémon,118.0,600000,0.5,30.0,Tatetopsタテトプス,Shieldon,88.1,410,42.0,88.0,30.0,Rock,Steel,57.0,4,0
407,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52.0,7680,70,495,45,Shield Pokémon,168.0,600000,1.3,60.0,Toridepsトリデプス,Bastiodon,88.1,411,47.0,138.0,30.0,Rock,Steel,149.5,4,0
408,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29.0,3840,70,224,120,Bagworm Pokémon,45.0,1000000,0.2,40.0,Minomucchiミノムッチ,Burmy,50.0,412,29.0,45.0,36.0,Bug,,3.4,4,0
409,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94.0,3840,70,424,45,Moth Pokémon,50.0,1000000,0.9,70.0,Gamaleガーメイル,Mothim,100.0,414,94.0,50.0,66.0,Bug,Flying,23.3,4,0
410,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30.0,3840,70,244,120,Tiny Bee Pokémon,42.0,1059860,0.3,30.0,Mitsuhoneyミツハニー,Combee,88.1,415,30.0,42.0,70.0,Bug,Flying,5.5,4,0
411,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80.0,3840,70,474,45,Beehive Pokémon,102.0,1059860,1.2,70.0,Beequenビークイン,Vespiquen,0.0,416,80.0,102.0,40.0,Bug,Flying,38.5,4,0
412,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45.0,2560,100,405,200,EleSquirrel Pokémon,70.0,1000000,0.4,60.0,Pachirisuパチリス,Pachirisu,50.0,417,45.0,90.0,95.0,Electric,,3.9,4,0
413,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120,70,330,190,Sea Weasel Pokémon,35.0,1000000,0.7,55.0,Buoyselブイゼル,Buizel,50.0,418,60.0,30.0,85.0,Water,,29.5,4,0
414,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120,70,495,75,Sea Weasel Pokémon,55.0,1000000,1.1,85.0,Floazelフローゼル,Floatzel,50.0,419,85.0,50.0,115.0,Water,,33.5,4,0
415,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35.0,5120,70,275,190,Cherry Pokémon,45.0,1000000,0.4,45.0,Cherinboチェリンボ,Cherubi,50.0,420,62.0,53.0,35.0,Grass,,3.3,4,0
416,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60.0,5120,70,450,75,Blossom Pokémon,70.0,1000000,0.5,70.0,Cherrimチェリム,Cherrim,50.0,421,87.0,78.0,85.0,Grass,,9.3,4,0
417,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48.0,5120,70,325,190,Sea Slug Pokémon,48.0,1000000,0.3,76.0,Karanakushiカラナクシ,Shellos,50.0,422,57.0,62.0,34.0,Water,,6.3,4,0
418,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83.0,5120,70,475,75,Sea Slug Pokémon,68.0,1000000,0.9,111.0,Tritodonトリトドン,Gastrodon,50.0,423,92.0,82.0,39.0,Water,Ground,29.9,4,0
419,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,5120,100,482,45,Long Tail Pokémon,66.0,800000,1.2,75.0,Etebothエテボース,Ambipom,50.0,424,60.0,66.0,115.0,Normal,,20.3,4,0
420,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50.0,7680,70,348,125,Balloon Pokémon,34.0,1640000,0.4,90.0,Fuwanteフワンテ,Drifloon,50.0,425,60.0,44.0,70.0,Ghost,Flying,1.2,4,0
421,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80.0,7680,70,498,60,Blimp Pokémon,44.0,1640000,1.2,150.0,Fuwarideフワライド,Drifblim,50.0,426,90.0,54.0,80.0,Ghost,Flying,15.0,4,0
422,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,5120,0,350,190,Rabbit Pokémon,44.0,1000000,0.4,55.0,Mimirolミミロル,Buneary,50.0,427,44.0,56.0,85.0,Normal,,5.5,4,0
423,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,5120,140,580,60,Rabbit Pokémon,84.0,1000000,1.2,65.0,Mimilopミミロップ,Lopunny,50.0,428,54.0,96.0,105.0,Normal,,33.3,4,0
424,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60.0,6400,35,495,45,Magical Pokémon,60.0,800000,0.9,60.0,Mumargiムウマージ,Mismagius,50.0,429,105.0,105.0,105.0,Ghost,,4.4,4,0
425,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125.0,5120,35,505,30,Big Boss Pokémon,52.0,1059860,0.9,100.0,Dongkarasuドンカラス,Honchkrow,50.0,430,105.0,52.0,71.0,Dark,Flying,27.3,4,0
426,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,5120,70,310,190,Catty Pokémon,42.0,800000,0.5,49.0,Nyarmarニャルマー,Glameow,24.6,431,42.0,37.0,85.0,Normal,,3.9,4,0
427,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82.0,5120,70,452,75,Tiger Cat Pokémon,64.0,800000,1.0,71.0,Bunyattoブニャット,Purugly,24.6,432,64.0,59.0,112.0,Normal,,43.8,4,0
428,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30.0,6400,70,285,120,Bell Pokémon,50.0,800000,0.2,45.0,Lisyanリーシャン,Chingling,50.0,433,65.0,50.0,45.0,Psychic,,0.6,4,0
429,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63.0,5120,70,329,225,Skunk Pokémon,47.0,1000000,0.4,63.0,Skunpuuスカンプー,Stunky,50.0,434,41.0,41.0,74.0,Poison,Dark,19.2,4,0
430,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93.0,5120,70,479,60,Skunk Pokémon,67.0,1000000,1.0,103.0,Skutankスカタンク,Skuntank,50.0,435,71.0,61.0,84.0,Poison,Dark,38.0,4,0
431,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24.0,5120,70,300,255,Bronze Pokémon,86.0,1000000,0.5,57.0,Dohmirrorドーミラー,Bronzor,,436,24.0,86.0,23.0,Steel,Psychic,60.5,4,0
432,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89.0,5120,70,500,90,Bronze Bell Pokémon,116.0,1000000,1.3,67.0,Dohtakunドータクン,Bronzong,,437,79.0,116.0,33.0,Steel,Psychic,187.0,4,0
433,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80.0,5120,70,290,255,Bonsai Pokémon,95.0,1000000,0.5,50.0,Usohachiウソハチ,Bonsly,50.0,438,10.0,45.0,10.0,Rock,,15.0,4,0
434,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25.0,6400,70,310,145,Mime Pokémon,45.0,1000000,0.6,20.0,Maneneマネネ,Mime Jr.,50.0,439,70.0,90.0,60.0,Psychic,Fairy,13.0,4,0
435,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10240,140,220,130,Playhouse Pokémon,5.0,800000,0.6,100.0,Pinpukuピンプク,Happiny,0.0,440,15.0,65.0,30.0,Normal,,24.4,4,0
436,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65.0,5120,35,411,30,Music Note Pokémon,45.0,1059860,0.5,76.0,Perapペラップ,Chatot,50.0,441,92.0,42.0,91.0,Normal,Flying,1.9,4,0
437,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92.0,7680,70,485,100,Forbidden Pokémon,108.0,1000000,1.0,50.0,Mikarugeミカルゲ,Spiritomb,50.0,442,92.0,108.0,35.0,Ghost,Dark,108.0,4,0
438,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70.0,10240,70,300,45,Land Shark Pokémon,45.0,1250000,0.7,58.0,Fukamaruフカマル,Gible,50.0,443,40.0,45.0,42.0,Dragon,Ground,20.5,4,0
439,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90.0,10240,70,410,45,Cave Pokémon,65.0,1250000,1.4,68.0,Gabiteガバイト,Gabite,50.0,444,50.0,55.0,82.0,Dragon,Ground,56.0,4,0
440,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,130.0,10240,70,700,45,Mach Pokémon,95.0,1250000,1.9,108.0,Gaburiasガブリアス,Garchomp,50.0,445,80.0,85.0,102.0,Dragon,Ground,95.0,4,0
441,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,10240,70,390,50,Big Eater Pokémon,40.0,1250000,0.6,135.0,Gonbeゴンベ,Munchlax,88.1,446,40.0,85.0,5.0,Normal,,105.0,4,0
442,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70.0,6400,70,285,75,Emanation Pokémon,40.0,1059860,0.7,40.0,Rioluリオル,Riolu,88.1,447,35.0,40.0,60.0,Fighting,,20.2,4,0
443,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,110.0,6400,70,625,45,Aura Pokémon,70.0,1059860,1.2,70.0,Lucarioルカリオ,Lucario,88.1,448,115.0,70.0,90.0,Fighting,Steel,54.0,4,0
444,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72.0,7680,70,330,140,Hippo Pokémon,78.0,1250000,0.8,68.0,Hippopotasヒポポタス,Hippopotas,50.0,449,38.0,42.0,32.0,Ground,,49.5,4,0
445,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112.0,7680,70,525,60,Heavyweight Pokémon,118.0,1250000,2.0,108.0,Kabaldonカバルドン,Hippowdon,50.0,450,68.0,72.0,47.0,Ground,,300.0,4,0
446,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50.0,5120,70,330,120,Scorpion Pokémon,90.0,1250000,0.8,40.0,Scorupiスコルピ,Skorupi,50.0,451,30.0,55.0,65.0,Poison,Bug,12.0,4,0
447,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90.0,5120,70,500,45,Ogre Scorp Pokémon,110.0,1250000,1.3,70.0,Dorapionドラピオン,Drapion,50.0,452,60.0,75.0,95.0,Poison,Dark,61.5,4,0
448,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61.0,2560,100,300,140,Toxic Mouth Pokémon,40.0,1000000,0.7,48.0,Gureggruグレッグル,Croagunk,50.0,453,61.0,40.0,50.0,Poison,Fighting,23.0,4,0
449,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106.0,5120,70,490,75,Toxic Mouth Pokémon,65.0,1000000,1.3,83.0,Dokurogドクロッグ,Toxicroak,50.0,454,86.0,65.0,85.0,Poison,Fighting,44.4,4,0
450,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100.0,6400,70,454,200,Bug Catcher Pokémon,72.0,1250000,1.4,74.0,Muskippaマスキッパ,Carnivine,50.0,455,90.0,72.0,46.0,Grass,,27.0,4,0
451,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49.0,5120,70,330,190,Wing Fish Pokémon,56.0,600000,0.4,49.0,Keikouoケイコウオ,Finneon,50.0,456,49.0,61.0,66.0,Water,,7.0,4,0
452,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69.0,5120,70,460,75,Neon Pokémon,76.0,600000,1.2,69.0,Neolantネオラント,Lumineon,50.0,457,69.0,86.0,91.0,Water,,24.0,4,0
453,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20.0,6400,70,345,25,Kite Pokémon,50.0,1250000,1.0,45.0,Tamantaタマンタ,Mantyke,50.0,458,60.0,120.0,50.0,Water,Flying,65.0,4,0
454,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62.0,5120,70,334,120,Frosted Tree Pokémon,50.0,1250000,1.0,60.0,Yukikaburiユキカブリ,Snover,50.0,459,62.0,60.0,40.0,Grass,Ice,50.5,4,0
455,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,92.0,5120,70,594,60,Frosted Tree Pokémon,75.0,1250000,2.2,90.0,Yukinoohユキノオー,Abomasnow,50.0,460,92.0,85.0,60.0,Grass,Ice,135.5,4,0
456,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120.0,5120,35,510,45,Sharp Claw Pokémon,65.0,1059860,1.1,70.0,Manyulaマニューラ,Weavile,50.0,461,45.0,85.0,125.0,Dark,Ice,34.0,4,0
457,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70.0,5120,70,535,30,Magnet Area Pokémon,115.0,1000000,1.2,70.0,Jibacoilジバコイル,Magnezone,,462,130.0,90.0,60.0,Electric,Steel,180.0,4,0
458,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,5120,70,515,30,Licking Pokémon,95.0,1000000,1.7,110.0,Berobeltベロベルト,Lickilicky,50.0,463,80.0,95.0,50.0,Normal,,140.0,4,0
459,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140.0,5120,70,535,30,Drill Pokémon,130.0,1250000,2.4,115.0,Dosidonドサイドン,Rhyperior,50.0,464,55.0,55.0,40.0,Ground,Rock,282.8,4,0
460,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100.0,5120,70,535,30,Vine Pokémon,125.0,1000000,2.0,100.0,Mojumboモジャンボ,Tangrowth,50.0,465,110.0,50.0,50.0,Grass,,128.6,4,0
461,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123.0,6400,70,540,30,Thunderbolt Pokémon,67.0,1000000,1.8,75.0,Elekibleエレキブル,Electivire,75.4,466,95.0,85.0,95.0,Electric,,138.6,4,0
462,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95.0,6400,70,540,30,Blast Pokémon,67.0,1000000,1.6,75.0,Booburnブーバーン,Magmortar,75.4,467,125.0,95.0,83.0,Fire,,68.0,4,0
463,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50.0,2560,70,545,30,Jubilee Pokémon,95.0,800000,1.5,85.0,Togekissトゲキッス,Togekiss,88.1,468,120.0,115.0,80.0,Fairy,Flying,38.0,4,0
464,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76.0,5120,70,515,30,Ogre Darner Pokémon,86.0,1000000,1.9,86.0,Megayanmaメガヤンマ,Yanmega,50.0,469,116.0,56.0,95.0,Bug,Flying,51.5,4,0
465,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110.0,8960,35,525,45,Verdant Pokémon,130.0,1000000,1.0,65.0,Leafiaリーフィア,Leafeon,88.1,470,60.0,65.0,95.0,Grass,,25.5,4,0
466,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60.0,8960,35,525,45,Fresh Snow Pokémon,110.0,1000000,0.8,65.0,Glaciaグレイシア,Glaceon,88.1,471,130.0,95.0,65.0,Ice,,25.9,4,0
467,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95.0,5120,70,510,30,Fang Scorp Pokémon,125.0,1059860,2.0,75.0,Glionグライオン,Gliscor,50.0,472,45.0,75.0,95.0,Ground,Flying,42.5,4,0
468,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130.0,5120,70,530,50,Twin Tusk Pokémon,80.0,1250000,2.5,110.0,Mammooマンムー,Mamoswine,50.0,473,70.0,60.0,80.0,Ice,Ground,291.0,4,0
469,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120,70,535,30,Virtual Pokémon,70.0,1000000,0.9,85.0,Porygon-zポリゴンＺ,Porygon-Z,,474,135.0,75.0,90.0,Normal,,34.0,4,0
470,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,125.0,5120,35,618,45,Blade Pokémon,65.0,1250000,1.6,68.0,Erureidoエルレイド,Gallade,100.0,475,65.0,115.0,80.0,Psychic,Fighting,52.0,4,0
471,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55.0,5120,70,525,60,Compass Pokémon,145.0,1000000,1.4,60.0,Dainoseダイノーズ,Probopass,50.0,476,75.0,150.0,40.0,Rock,Steel,340.0,4,0
472,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100.0,6400,35,525,45,Gripper Pokémon,135.0,800000,2.2,45.0,Yonoirヨノワール,Dusknoir,50.0,477,65.0,135.0,45.0,Ghost,,106.6,4,0
473,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80.0,5120,70,480,75,Snow Land Pokémon,70.0,1000000,1.3,70.0,Yukimenokoユキメノコ,Froslass,0.0,478,80.0,70.0,110.0,Ice,Ghost,26.6,4,0
474,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,50.0,5120,70,520,45,Plasma Pokémon,77.0,1000000,0.3,50.0,Rotomロトム,Rotom,,479,95.0,77.0,91.0,Electric,Ghost,0.3,4,0
475,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75.0,20480,140,580,3,Knowledge Pokémon,130.0,1250000,0.3,75.0,Yuxieユクシー,Uxie,,480,75.0,130.0,95.0,Psychic,,0.3,4,1
476,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105.0,20480,140,580,3,Emotion Pokémon,105.0,1250000,0.3,80.0,Emritエムリット,Mesprit,,481,105.0,105.0,80.0,Psychic,,0.3,4,1
477,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125.0,20480,140,580,3,Willpower Pokémon,70.0,1250000,0.3,75.0,Agnomeアグノム,Azelf,,482,125.0,70.0,115.0,Psychic,,0.3,4,1
478,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120.0,30720,0,680,3,Temporal Pokémon,120.0,1250000,5.4,100.0,Dialgaディアルガ,Dialga,,483,150.0,100.0,90.0,Steel,Dragon,683.0,4,1
479,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120.0,30720,0,680,3,Spatial Pokémon,100.0,1250000,4.2,90.0,Palkiaパルキア,Palkia,,484,150.0,120.0,100.0,Water,Dragon,336.0,4,1
480,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90.0,2560,100,600,3,Lava Dome Pokémon,106.0,1250000,1.7,91.0,Heatranヒードラン,Heatran,50.0,485,130.0,106.0,77.0,Fire,Steel,430.0,4,1
