,name,pokedex_number,generation,type1,type2,is_legendary,attack,sp_attack,defense,sp_defense,speed,hp,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
245,Larvitar,246,2,rock,ground,0,64,45,50,50,41,50,0.6,72.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
246,Pupitar,247,2,rock,ground,0,84,65,70,70,51,70,1.2,152.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
247,Tyranitar,248,2,rock,dark,0,164,95,150,120,71,100,2.0,202.0,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0
248,Lugia,249,2,psychic,flying,1,90,90,130,154,110,106,5.2,216.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
249,Ho-Oh,250,2,fire,flying,1,130,110,90,154,90,106,3.8,199.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
250,Celebi,251,2,psychic,grass,1,100,100,100,100,100,100,0.6,5.0,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5
251,Treecko,252,3,grass,unknown,0,45,65,35,55,70,40,0.5,5.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
252,Grovyle,253,3,grass,unknown,0,65,85,45,65,95,50,0.9,21.6,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
253,Sceptile,254,3,grass,unknown,0,110,145,75,85,145,70,1.7,52.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
254,Torchic,255,3,fire,unknown,0,60,70,40,50,45,45,0.4,2.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
255,Combusken,256,3,fire,fight,0,85,85,60,60,55,60,0.9,19.5,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
256,Blaziken,257,3,fire,fight,0,160,130,80,80,100,80,1.9,52.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
257,Mudkip,258,3,water,unknown,0,70,50,50,50,40,50,0.4,7.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
258,Marshtomp,259,3,water,ground,0,85,60,70,70,50,70,0.7,28.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
259,Swampert,260,3,water,ground,0,150,95,110,110,70,100,1.5,81.9,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
260,Poochyena,261,3,dark,unknown,0,55,30,35,30,35,35,0.5,13.6,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
261,Mightyena,262,3,dark,unknown,0,90,60,70,60,70,70,1.0,37.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
262,Zigzagoon,263,3,normal,unknown,0,30,30,41,41,60,38,0.4,17.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
263,Linoone,264,3,normal,unknown,0,70,50,61,61,100,78,0.5,32.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
264,Wurmple,265,3,bug,unknown,0,45,20,35,30,20,45,0.3,3.6,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
265,Silcoon,266,3,bug,unknown,0,35,25,55,25,15,50,0.6,10.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
266,Beautifly,267,3,bug,flying,0,70,100,50,50,65,60,1.0,28.4,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
267,Cascoon,268,3,bug,unknown,0,35,25,55,25,15,50,0.7,11.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
268,Dustox,269,3,bug,poison,0,50,50,70,90,65,60,1.2,31.6,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
269,Lotad,270,3,water,grass,0,30,40,30,50,30,40,0.5,2.6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
270,Lombre,271,3,water,grass,0,50,60,50,70,50,60,1.2,32.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
271,Ludicolo,272,3,water,grass,0,70,90,70,100,70,80,1.5,55.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25
272,Seedot,273,3,grass,unknown,0,40,30,50,30,30,40,0.5,4.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
273,Nuzleaf,274,3,grass,dark,0,70,60,40,40,60,70,1.0,28.0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
274,Shiftry,275,3,grass,dark,0,100,90,60,60,80,90,1.3,59.6,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
275,Taillow,276,3,normal,flying,0,55,30,30,30,85,40,0.3,2.3,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
276,Swellow,277,3,normal,flying,0,85,75,60,50,125,60,0.7,19.8,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
277,Wingull,278,3,water,flying,0,30,55,30,30,85,40,0.6,9.5,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
278,Pelipper,279,3,water,flying,0,50,95,100,70,65,60,1.2,28.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
279,Ralts,280,3,psychic,fairy,0,25,45,25,35,40,28,0.4,6.6,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
280,Kirlia,281,3,psychic,fairy,0,35,65,35,55,50,38,0.8,20.2,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
281,Gardevoir,282,3,psychic,fairy,0,85,165,65,135,100,68,1.6,48.4,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
282,Surskit,283,3,bug,water,0,30,50,32,52,65,40,0.5,1.7,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
283,Masquerain,284,3,bug,flying,0,60,100,62,82,80,70,0.8,3.6,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
284,Shroomish,285,3,grass,unknown,0,40,40,60,60,35,60,0.4,4.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
285,Breloom,286,3,grass,fight,0,130,60,80,60,70,60,1.2,39.2,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
286,Slakoth,287,3,normal,unknown,0,60,35,60,35,30,60,0.8,24.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,Vigoroth,288,3,normal,unknown,0,80,55,80,55,90,80,1.4,46.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,Slaking,289,3,normal,unknown,0,160,95,100,65,100,150,2.0,130.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,Nincada,290,3,bug,ground,0,45,30,90,30,40,31,0.5,5.5,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0
290,Ninjask,291,3,bug,flying,0,90,50,45,50,160,61,0.8,12.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
291,Shedinja,292,3,bug,ghost,0,90,30,45,30,40,1,0.8,1.2,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0
292,Whismur,293,3,normal,unknown,0,51,51,23,23,28,64,0.6,16.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,Loudred,294,3,normal,unknown,0,71,71,43,43,48,84,1.0,40.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,Exploud,295,3,normal,unknown,0,91,91,63,73,68,104,1.5,84.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,Makuhita,296,3,fight,unknown,0,60,20,30,30,25,72,1.0,86.4,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
296,Hariyama,297,3,fight,unknown,0,120,40,60,60,50,144,2.3,253.8,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
297,Azurill,298,3,normal,fairy,0,20,20,40,40,20,50,0.2,2.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
298,Nosepass,299,3,rock,unknown,0,45,45,135,90,30,30,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
299,Skitty,300,3,normal,unknown,0,45,35,45,35,50,50,0.6,11.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
300,Delcatty,301,3,normal,unknown,0,65,55,65,55,90,70,1.1,32.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
301,Sableye,302,3,dark,ghost,0,85,85,125,115,20,50,0.5,11.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
302,Mawile,303,3,steel,fairy,0,105,55,125,95,50,50,0.6,11.5,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
303,Aron,304,3,steel,rock,0,70,40,100,40,30,50,0.4,60.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
304,Lairon,305,3,steel,rock,0,90,50,140,50,40,60,0.9,120.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
305,Aggron,306,3,steel,rock,0,140,60,230,80,50,70,2.1,360.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
306,Meditite,307,3,fight,psychic,0,40,40,55,55,60,30,0.6,11.2,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
307,Medicham,308,3,fight,psychic,0,100,80,85,85,100,60,1.3,31.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
308,Electrike,309,3,electric,unknown,0,45,65,40,40,65,40,0.6,15.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
309,Manectric,310,3,electric,unknown,0,75,135,80,80,135,70,1.5,40.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Plusle,311,3,electric,unknown,0,50,85,40,75,95,60,0.4,4.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Minun,312,3,electric,unknown,0,40,75,50,85,95,60,0.4,4.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Volbeat,313,3,bug,unknown,0,73,47,75,85,85,65,0.7,17.7,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
313,Illumise,314,3,bug,unknown,0,47,73,75,85,85,65,0.6,17.7,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
314,Roselia,315,3,grass,poison,0,60,100,45,80,65,50,0.3,2.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
315,Gulpin,316,3,poison,unknown,0,43,43,53,53,40,70,0.4,10.3,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
316,Swalot,317,3,poison,unknown,0,73,73,83,83,55,100,1.7,80.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
317,Carvanha,318,3,water,dark,0,90,65,20,20,65,45,0.8,20.8,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
318,Sharpedo,319,3,water,dark,0,140,110,70,65,105,70,1.8,88.8,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
319,Wailmer,320,3,water,unknown,0,70,70,35,35,60,130,2.0,130.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
320,Wailord,321,3,water,unknown,0,90,90,45,45,60,170,14.5,398.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
321,Numel,322,3,fire,ground,0,60,65,40,45,35,60,0.7,24.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
322,Camerupt,323,3,fire,ground,0,120,145,100,105,20,70,1.9,220.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
323,Torkoal,324,3,fire,unknown,0,85,85,140,70,20,70,0.5,80.4,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
324,Spoink,325,3,psychic,unknown,0,25,70,35,80,60,60,0.7,30.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
325,Grumpig,326,3,psychic,unknown,0,45,90,65,110,80,80,0.9,71.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
326,Spinda,327,3,normal,unknown,0,60,60,60,60,60,60,1.1,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
327,Trapinch,328,3,ground,unknown,0,100,45,45,45,10,45,0.7,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
328,Vibrava,329,3,ground,dragon,0,70,50,50,50,70,50,1.1,15.3,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
329,Flygon,330,3,ground,dragon,0,100,80,80,80,100,80,2.0,82.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
330,Cacnea,331,3,grass,unknown,0,85,85,40,40,35,50,0.4,51.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
331,Cacturne,332,3,grass,dark,0,115,115,60,60,55,70,1.3,77.4,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
332,Swablu,333,3,normal,flying,0,40,40,60,75,50,45,0.4,1.2,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
333,Altaria,334,3,dragon,flying,0,110,110,110,105,80,75,1.1,20.6,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
334,Zangoose,335,3,normal,unknown,0,115,60,60,60,90,73,1.3,40.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
335,Seviper,336,3,poison,unknown,0,100,100,60,60,65,73,2.7,52.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
336,Lunatone,337,3,rock,psychic,0,55,95,65,85,70,90,1.0,168.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
337,Solrock,338,3,rock,psychic,0,95,55,85,65,70,90,1.2,154.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
338,Barboach,339,3,water,ground,0,48,46,43,41,60,50,0.4,1.9,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
339,Whiscash,340,3,water,ground,0,78,76,73,71,60,110,0.9,23.6,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
340,Corphish,341,3,water,unknown,0,80,50,65,35,35,43,0.6,11.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
341,Crawdaunt,342,3,water,dark,0,120,90,85,55,55,63,1.1,32.8,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
342,Baltoy,343,3,ground,psychic,0,40,40,55,70,55,40,0.5,21.5,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
343,Claydol,344,3,ground,psychic,0,70,70,105,120,75,60,1.5,108.0,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
344,Lileep,345,3,rock,grass,0,41,61,77,87,23,66,1.0,23.8,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
345,Cradily,346,3,rock,grass,0,81,81,97,107,43,86,1.5,60.4,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
346,Anorith,347,3,rock,bug,0,95,40,50,50,75,45,0.7,12.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
347,Armaldo,348,3,rock,bug,0,125,70,100,80,45,75,1.5,68.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
348,Feebas,349,3,water,unknown,0,15,10,20,55,80,20,0.6,7.4,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
349,Milotic,350,3,water,unknown,0,60,100,79,125,81,95,6.2,162.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
350,Castform,351,3,normal,unknown,0,70,70,70,70,70,70,0.3,0.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
351,Kecleon,352,3,normal,unknown,0,90,60,70,120,40,60,1.0,22.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,Shuppet,353,3,ghost,unknown,0,75,63,35,33,45,44,0.6,2.3,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
353,Banette,354,3,ghost,unknown,0,165,93,75,83,75,64,1.1,12.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
354,Duskull,355,3,ghost,unknown,0,40,30,90,90,25,20,0.8,15.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
355,Dusclops,356,3,ghost,unknown,0,70,60,130,130,25,40,1.6,30.6,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
356,Tropius,357,3,grass,flying,0,68,72,83,87,51,99,2.0,100.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
357,Chimecho,358,3,psychic,unknown,0,50,95,80,90,65,75,0.6,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
358,Absol,359,3,dark,unknown,0,150,115,60,60,115,65,1.2,47.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
359,Wynaut,360,3,psychic,unknown,0,23,23,48,48,23,95,0.6,14.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
360,Snorunt,361,3,ice,unknown,0,50,50,50,50,50,50,0.7,16.8,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
361,Glalie,362,3,ice,unknown,0,120,120,80,80,100,80,1.5,256.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
362,Spheal,363,3,ice,water,0,40,55,50,50,25,70,0.8,39.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
363,Sealeo,364,3,ice,water,0,60,75,70,70,45,90,1.1,87.6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
364,Walrein,365,3,ice,water,0,80,95,90,90,65,110,1.4,150.6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
365,Clamperl,366,3,water,unknown,0,64,74,85,55,32,35,0.4,52.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
366,Huntail,367,3,water,unknown,0,104,94,105,75,52,55,1.7,27.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
367,Gorebyss,368,3,water,unknown,0,84,114,105,75,52,55,1.8,22.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
